time	V(out1)	V(out2)	V(out3)
Step Information: Cap=1p  (Step: 1/4)
8.996065537909412e-01	1.791314e+01	3.510829e+01	5.218868e+01
9.005831162909412e-01	1.791396e+01	3.510713e+01	5.218143e+01
9.015596787909412e-01	1.792606e+01	3.512402e+01	5.219449e+01
9.019258897284412e-01	1.793547e+01	3.513825e+01	5.220847e+01
9.024141709784412e-01	1.796224e+01	3.518472e+01	5.226693e+01
9.027803819159412e-01	1.807034e+01	3.539494e+01	5.256290e+01
9.032686631659412e-01	1.825200e+01	3.574992e+01	5.302308e+01
9.036348741034412e-01	1.838604e+01	3.599920e+01	5.328937e+01
9.041231553534412e-01	1.856495e+01	3.627988e+01	5.357487e+01
9.044396539729842e-01	1.866603e+01	3.640074e+01	5.369625e+01
9.048616521323749e-01	1.874655e+01	3.649216e+01	5.378777e+01
9.052485512957031e-01	1.878372e+01	3.653679e+01	5.383238e+01
9.057045620291732e-01	1.880345e+01	3.656402e+01	5.385943e+01
9.064436454380203e-01	1.882583e+01	3.659684e+01	5.389144e+01
9.074202079380203e-01	1.884877e+01	3.662968e+01	5.392190e+01
9.083967704380203e-01	1.886178e+01	3.664658e+01	5.393441e+01
9.093733329380203e-01	1.886200e+01	3.664300e+01	5.392388e+01
9.103498954380203e-01	1.884813e+01	3.661689e+01	5.388803e+01
9.113264579380203e-01	1.882022e+01	3.656837e+01	5.382696e+01
9.123030204380203e-01	1.878183e+01	3.650310e+01	5.374708e+01
9.124250907505203e-01	1.877527e+01	3.649179e+01	5.373376e+01
9.126692313755203e-01	1.875346e+01	3.645219e+01	5.368996e+01
9.127302665317703e-01	1.873917e+01	3.642464e+01	5.366135e+01
9.128523368442703e-01	1.869340e+01	3.633523e+01	5.356980e+01
9.130964774692703e-01	1.859834e+01	3.615828e+01	5.338858e+01
9.135847587192703e-01	1.841120e+01	3.584566e+01	5.306742e+01
9.137068290317703e-01	1.836363e+01	3.577874e+01	5.299836e+01
9.139509696567703e-01	1.827986e+01	3.567614e+01	5.289151e+01
9.144392509067703e-01	1.815397e+01	3.552526e+01	5.273214e+01
9.145205645958101e-01	1.814085e+01	3.550891e+01	5.271437e+01
9.146831919738898e-01	1.812702e+01	3.548933e+01	5.269199e+01
9.150084467300492e-01	1.810573e+01	3.545670e+01	5.265375e+01
9.153137539608344e-01	1.808881e+01	3.542929e+01	5.262112e+01
9.158105723192004e-01	1.806351e+01	3.538747e+01	5.257101e+01
9.166143834270338e-01	1.802594e+01	3.532521e+01	5.249599e+01
9.175909459270338e-01	1.798748e+01	3.526111e+01	5.241787e+01
9.185675084270338e-01	1.795970e+01	3.521414e+01	5.235904e+01
9.195440709270338e-01	1.794517e+01	3.518840e+01	5.232410e+01
9.205206334270338e-01	1.794495e+01	3.518555e+01	5.231493e+01
9.214971959270338e-01	1.795604e+01	3.520081e+01	5.232611e+01
9.218634068645338e-01	1.796483e+01	3.521394e+01	5.233865e+01
9.223516881145338e-01	1.798130e+01	3.523995e+01	5.236665e+01
9.226873814739088e-01	1.805828e+01	3.538855e+01	5.258088e+01
9.231146275676588e-01	1.820987e+01	3.568446e+01	5.299012e+01
9.233587681926588e-01	1.830155e+01	3.586215e+01	5.319059e+01
9.238470494426588e-01	1.847592e+01	3.618863e+01	5.353342e+01
9.242132603801588e-01	1.860563e+01	3.636909e+01	5.371584e+01
9.247015416301588e-01	1.873051e+01	3.651598e+01	5.386310e+01
9.251887938987985e-01	1.879375e+01	3.659013e+01	5.393728e+01
9.256073470669176e-01	1.881528e+01	3.661871e+01	5.396574e+01
9.262866432247359e-01	1.883669e+01	3.665006e+01	5.399644e+01
9.272632057247359e-01	1.886104e+01	3.668512e+01	5.402938e+01
9.282397682247359e-01	1.887596e+01	3.670508e+01	5.404531e+01
9.292163307247359e-01	1.887841e+01	3.670507e+01	5.403878e+01
9.301928932247359e-01	1.886690e+01	3.668272e+01	5.400713e+01
9.311694557247359e-01	1.884126e+01	3.663779e+01	5.395008e+01
9.321460182247359e-01	1.880492e+01	3.657579e+01	5.387386e+01
9.322680885372359e-01	1.879944e+01	3.656654e+01	5.386264e+01
9.325122291622359e-01	1.878743e+01	3.654638e+01	5.383835e+01
9.325732643184859e-01	1.878366e+01	3.653982e+01	5.383074e+01
9.326953346309859e-01	1.877191e+01	3.651838e+01	5.380717e+01
9.327258522091109e-01	1.876520e+01	3.650549e+01	5.379374e+01
9.327868873653609e-01	1.874324e+01	3.646262e+01	5.374981e+01
9.329089576778609e-01	1.869505e+01	3.636837e+01	5.365341e+01
9.331530983028609e-01	1.860112e+01	3.619437e+01	5.347513e+01
9.336413795528609e-01	1.841512e+01	3.588760e+01	5.315979e+01
9.337634498653609e-01	1.836846e+01	3.582340e+01	5.309346e+01
9.340075904903609e-01	1.828875e+01	3.572821e+01	5.299400e+01
9.344958717403609e-01	1.817193e+01	3.558846e+01	5.284574e+01
9.345728005645508e-01	1.816076e+01	3.557430e+01	5.283025e+01
9.347266582129308e-01	1.814910e+01	3.555722e+01	5.281050e+01
9.350343735096907e-01	1.813002e+01	3.552740e+01	5.277537e+01
9.353559706030385e-01	1.811246e+01	3.549878e+01	5.274125e+01
9.358791676223652e-01	1.808592e+01	3.545492e+01	5.268865e+01
9.367245683359111e-01	1.804685e+01	3.539012e+01	5.261051e+01
9.377011308359111e-01	1.800931e+01	3.532747e+01	5.253399e+01
9.386776933359111e-01	1.798281e+01	3.528253e+01	5.247742e+01
9.396542558359111e-01	1.796975e+01	3.525912e+01	5.244508e+01
9.406308183359111e-01	1.797103e+01	3.525866e+01	5.243857e+01
9.416073808359111e-01	1.798357e+01	3.527621e+01	5.245232e+01
9.419735917734111e-01	1.799311e+01	3.529063e+01	5.246650e+01
9.424618730234111e-01	1.801982e+01	3.533688e+01	5.252454e+01
9.428280839609111e-01	1.812625e+01	3.554370e+01	5.281535e+01
9.433163652109111e-01	1.830493e+01	3.589265e+01	5.326686e+01
9.436825761484111e-01	1.843615e+01	3.613541e+01	5.352579e+01
9.442727441795497e-01	1.864828e+01	3.645384e+01	5.384897e+01
9.444765177418267e-01	1.870609e+01	3.651869e+01	5.391391e+01
9.448840648663810e-01	1.877945e+01	3.660199e+01	5.399728e+01
9.452568929547874e-01	1.881339e+01	3.664302e+01	5.403829e+01
9.457181283952338e-01	1.883289e+01	3.667013e+01	5.406522e+01
9.464655238311859e-01	1.885557e+01	3.670339e+01	5.409764e+01
9.474420863311859e-01	1.887850e+01	3.673621e+01	5.412804e+01
9.484186488311859e-01	1.889141e+01	3.675294e+01	5.414033e+01
9.493952113311859e-01	1.889148e+01	3.674912e+01	5.412951e+01
9.503717738311859e-01	1.887746e+01	3.672276e+01	5.409332e+01
9.513483363311859e-01	1.884940e+01	3.667399e+01	5.403195e+01
9.523248988311859e-01	1.881089e+01	3.660852e+01	5.395181e+01
9.524469691436859e-01	1.880496e+01	3.659848e+01	5.393976e+01
9.526911097686859e-01	1.878791e+01	3.656841e+01	5.390546e+01
9.527521449249359e-01	1.877579e+01	3.654520e+01	5.388120e+01
9.528742152374359e-01	1.873309e+01	3.646193e+01	5.379577e+01
9.531183558624359e-01	1.863954e+01	3.628775e+01	5.361730e+01
9.536066371124359e-01	1.845533e+01	3.597932e+01	5.330028e+01
9.537287074249359e-01	1.840861e+01	3.591318e+01	5.323199e+01
9.539728480499359e-01	1.832659e+01	3.581175e+01	5.312628e+01
9.544611292999359e-01	1.820430e+01	3.566411e+01	5.297010e+01
9.545407502367027e-01	1.819190e+01	3.564853e+01	5.295313e+01
9.546999921102365e-01	1.817879e+01	3.562976e+01	5.293159e+01
9.550184758573040e-01	1.815822e+01	3.559803e+01	5.289434e+01
9.553300845156349e-01	1.814097e+01	3.557002e+01	5.286098e+01
9.558371112236838e-01	1.811508e+01	3.552723e+01	5.280968e+01
9.566570417847862e-01	1.807676e+01	3.546368e+01	5.273309e+01
9.576336042847862e-01	1.803847e+01	3.539980e+01	5.265516e+01
9.586101667847862e-01	1.801100e+01	3.535328e+01	5.259679e+01
9.595867292847862e-01	1.799685e+01	3.532812e+01	5.256246e+01
9.605632917847862e-01	1.799703e+01	3.532587e+01	5.255392e+01
9.615398542847862e-01	1.800850e+01	3.534170e+01	5.256571e+01
9.619060652222862e-01	1.801743e+01	3.535501e+01	5.257843e+01
9.623943464722862e-01	1.803380e+01	3.538076e+01	5.260594e+01
9.627300398316612e-01	1.810900e+01	3.552576e+01	5.281468e+01
9.631572859254112e-01	1.825852e+01	3.581747e+01	5.321698e+01
9.634014265504112e-01	1.834869e+01	3.599151e+01	5.341295e+01
9.638897078004112e-01	1.852082e+01	3.630951e+01	5.374676e+01
9.642559187379112e-01	1.864778e+01	3.648306e+01	5.392217e+01
9.647441999879112e-01	1.876645e+01	3.662226e+01	5.406172e+01
9.652047509379124e-01	1.882268e+01	3.668863e+01	5.412811e+01
9.656333110478970e-01	1.884359e+01	3.671675e+01	5.415611e+01
9.663286120025428e-01	1.886540e+01	3.674873e+01	5.418738e+01
9.673051745025428e-01	1.888957e+01	3.678349e+01	5.421995e+01
9.682817370025428e-01	1.890416e+01	3.680291e+01	5.423525e+01
9.692582995025428e-01	1.890619e+01	3.680222e+01	5.422792e+01
9.702348620025428e-01	1.889421e+01	3.677913e+01	5.419541e+01
9.712114245025428e-01	1.886812e+01	3.673348e+01	5.413754e+01
9.721879870025428e-01	1.883139e+01	3.667086e+01	5.406057e+01
9.723100573150428e-01	1.882587e+01	3.666154e+01	5.404928e+01
9.725541979400428e-01	1.881379e+01	3.664126e+01	5.402485e+01
9.726152330962928e-01	1.881016e+01	3.663500e+01	5.401753e+01
9.727373034087928e-01	1.879940e+01	3.661555e+01	5.399594e+01
9.727678209869178e-01	1.879316e+01	3.660359e+01	5.398344e+01
9.728288561431678e-01	1.877209e+01	3.656251e+01	5.394128e+01
9.729509264556678e-01	1.872489e+01	3.647026e+01	5.384688e+01
9.731950670806678e-01	1.863227e+01	3.629946e+01	5.367177e+01
9.736833483306678e-01	1.844835e+01	3.599924e+01	5.336294e+01
9.738054186431678e-01	1.840259e+01	3.593682e+01	5.329837e+01
9.740495592681678e-01	1.832581e+01	3.584541e+01	5.320268e+01
9.745378405181678e-01	1.821564e+01	3.571294e+01	5.306166e+01
9.746115110428687e-01	1.820572e+01	3.570019e+01	5.304762e+01
9.747588520922704e-01	1.819539e+01	3.568465e+01	5.302952e+01
9.750535341910739e-01	1.817773e+01	3.565667e+01	5.299643e+01
9.753871691296712e-01	1.815965e+01	3.562708e+01	5.296111e+01
9.759298352786799e-01	1.813216e+01	3.558161e+01	5.290655e+01
9.768057944385323e-01	1.809192e+01	3.551483e+01	5.282595e+01
9.777823569385323e-01	1.805495e+01	3.545306e+01	5.275039e+01
9.787589194385323e-01	1.802931e+01	3.540944e+01	5.269527e+01
9.797354819385323e-01	1.801722e+01	3.538755e+01	5.266460e+01
9.807120444385323e-01	1.801950e+01	3.538865e+01	5.265981e+01
9.816886069385323e-01	1.803298e+01	3.540768e+01	5.267517e+01
9.820548178760323e-01	1.804399e+01	3.542490e+01	5.269336e+01
9.826499106494698e-01	1.809568e+01	3.551927e+01	5.282072e+01
9.830771567432198e-01	1.824222e+01	3.580509e+01	5.323030e+01
9.834433676807198e-01	1.837681e+01	3.606465e+01	5.352953e+01
9.839316489307198e-01	1.854834e+01	3.637507e+01	5.385416e+01
9.842911736834425e-01	1.867127e+01	3.653955e+01	5.402029e+01
9.847705400204062e-01	1.878300e+01	3.667009e+01	5.415114e+01
9.852145891426410e-01	1.883482e+01	3.673152e+01	5.421259e+01
9.856493173710666e-01	1.885533e+01	3.675935e+01	5.424028e+01
9.863544719555594e-01	1.887715e+01	3.679145e+01	5.427166e+01
9.873310344555594e-01	1.890109e+01	3.682591e+01	5.430389e+01
9.883075969555594e-01	1.891546e+01	3.684497e+01	5.431877e+01
9.892841594555594e-01	1.891721e+01	3.684383e+01	5.431093e+01
9.902607219555594e-01	1.890493e+01	3.682027e+01	5.427786e+01
9.912372844555594e-01	1.887855e+01	3.677416e+01	5.421946e+01
9.922138469555594e-01	1.884157e+01	3.671112e+01	5.414202e+01
9.923359172680594e-01	1.883602e+01	3.670176e+01	5.413068e+01
9.925800578930594e-01	1.882389e+01	3.668141e+01	5.410615e+01
9.926410930493094e-01	1.882018e+01	3.667499e+01	5.409867e+01
9.927631633618094e-01	1.880900e+01	3.665472e+01	5.407626e+01
9.927936809399344e-01	1.880265e+01	3.664254e+01	5.406355e+01
9.928547160961844e-01	1.878157e+01	3.660144e+01	5.402136e+01
9.929767864086844e-01	1.873477e+01	3.651001e+01	5.392777e+01
9.932209270336844e-01	1.864289e+01	3.634119e+01	5.375464e+01
9.937092082836844e-01	1.845986e+01	3.604493e+01	5.344975e+01
9.938312785961844e-01	1.841457e+01	3.598362e+01	5.338629e+01
9.940754192211844e-01	1.833953e+01	3.589462e+01	5.329299e+01
9.945637004711844e-01	1.823340e+01	3.576669e+01	5.315649e+01
9.946353601585525e-01	1.822422e+01	3.575477e+01	5.314332e+01
9.947786795332887e-01	1.821464e+01	3.574013e+01	5.312617e+01
9.950653182827611e-01	1.819783e+01	3.571326e+01	5.309433e+01
9.954063560900089e-01	1.817944e+01	3.568311e+01	5.305830e+01
9.959609842127816e-01	1.815139e+01	3.563669e+01	5.300260e+01
9.968556578349304e-01	1.811049e+01	3.556879e+01	5.292061e+01
9.978322203349304e-01	1.807393e+01	3.550765e+01	5.284574e+01
9.988087828349304e-01	1.804885e+01	3.546493e+01	5.279161e+01
9.997853453349304e-01	1.803454e+01	3.543946e+01	5.275690e+01
1.000000000000000e+00	1.803315e+01	3.543667e+01	5.275243e+01
Step Information: Cap=2.2p  (Step: 2/4)
0.000000000000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.638399953662883e-05	2.759414e-06	4.504516e-06	5.235542e-06
3.276799907325767e-05	1.107120e-04	1.832802e-04	2.187732e-04
6.553599814651534e-05	1.865541e-03	3.013911e-03	3.562766e-03
8.889920550588383e-05	7.771090e-03	1.209207e-02	1.407765e-02
1.076102131892582e-04	2.016959e-02	3.001478e-02	3.434652e-02
1.255490703043374e-04	3.991017e-02	5.656951e-02	6.357331e-02
1.436559968928533e-04	6.473295e-02	8.755744e-02	9.675381e-02
1.627145617405371e-04	9.314687e-02	1.207124e-01	1.314272e-01
2.008316914359045e-04	1.517607e-01	1.858809e-01	1.985045e-01
2.393874799253094e-04	2.116713e-01	2.503536e-01	2.642032e-01
3.018654105085713e-04	3.091145e-01	3.527784e-01	3.678582e-01
3.752977983530589e-04	4.235630e-01	4.713290e-01	4.873596e-01
5.041708866267902e-04	6.236305e-01	6.763290e-01	6.934325e-01
6.878325463504252e-04	9.058040e-01	9.632624e-01	9.813419e-01
1.019244358234908e-03	1.401771e+00	1.464734e+00	1.483873e+00
1.579245718729951e-03	2.182081e+00	2.250746e+00	2.270918e+00
2.555808218729951e-03	3.351994e+00	3.426489e+00	3.447665e+00
3.532370718729951e-03	4.218121e+00	4.295904e+00	4.317626e+00
4.508933218729951e-03	4.731430e+00	4.810852e+00	4.832842e+00
5.116257121313042e-03	4.867648e+00	4.947473e+00	4.969528e+00
5.489287386006438e-03	4.878411e+00	4.951860e+00	4.973910e+00
5.969465604818021e-03	4.825099e+00	4.871299e+00	4.893307e+00
6.383076499621046e-03	4.703033e+00	4.717173e+00	4.739131e+00
6.772433035273994e-03	4.517634e+00	4.510076e+00	4.531986e+00
7.167986334006747e-03	4.273672e+00	4.255835e+00	4.277700e+00
7.821098538087521e-03	3.785428e+00	3.758524e+00	3.780319e+00
8.536976904863752e-03	3.196343e+00	3.162919e+00	3.184641e+00
9.513539404863752e-03	2.403468e+00	2.364018e+00	2.385644e+00
9.556951234292663e-03	2.380257e+00	2.340653e+00	2.362275e+00
9.643774893150485e-03	2.362523e+00	2.322808e+00	2.344423e+00
9.817422210866131e-03	2.346974e+00	2.307144e+00	2.328749e+00
9.992851032612099e-03	2.340155e+00	2.300260e+00	2.321854e+00
1.030649707759479e-02	2.333657e+00	2.293681e+00	2.315260e+00
1.093378916756018e-02	2.325682e+00	2.285581e+00	2.307133e+00
1.189140815664578e-02	2.318159e+00	2.277911e+00	2.299430e+00
1.286797065664578e-02	2.313344e+00	2.272981e+00	2.294472e+00
1.384453315664578e-02	2.310274e+00	2.269832e+00	2.291307e+00
1.482109565664578e-02	2.308221e+00	2.267754e+00	2.289236e+00
1.523344539796025e-02	2.310102e+00	2.272120e+00	2.295831e+00
1.567999201531266e-02	2.332620e+00	2.317648e+00	2.354616e+00
1.610368358989475e-02	2.400748e+00	2.454286e+00	2.517167e+00
1.651478173419958e-02	2.521940e+00	2.696960e+00	2.783817e+00
1.699364841315448e-02	2.718883e+00	3.091061e+00	3.192178e+00
1.757437611559545e-02	3.017192e+00	3.687745e+00	3.797065e+00
1.815729333135978e-02	3.362293e+00	4.377817e+00	4.493202e+00
1.827936364385978e-02	3.448209e+00	4.537588e+00	4.653950e+00
1.852350426885978e-02	3.658436e+00	4.879477e+00	4.997340e+00
1.858453942510978e-02	3.728562e+00	4.970226e+00	5.088318e+00
1.895075036260978e-02	4.258649e+00	5.531100e+00	5.649524e+00
1.943903161260978e-02	4.999582e+00	6.282699e+00	6.401248e+00
1.988287580569824e-02	5.686172e+00	6.974473e+00	7.093087e+00
2.077056419187515e-02	7.041825e+00	8.336922e+00	8.455625e+00
2.174712669187515e-02	8.417272e+00	9.717402e+00	9.836174e+00
2.272368919187515e-02	9.558289e+00	1.086144e+01	1.098026e+01
2.370025169187515e-02	1.035867e+01	1.166357e+01	1.178241e+01
2.467681419187515e-02	1.081225e+01	1.211805e+01	1.223689e+01
2.517952911643179e-02	1.090593e+01	1.221185e+01	1.233068e+01
2.559227079221352e-02	1.090876e+01	1.220337e+01	1.232216e+01
2.606239960175176e-02	1.085655e+01	1.209829e+01	1.221701e+01
2.649961284119081e-02	1.075178e+01	1.188870e+01	1.200734e+01
2.725840945030823e-02	1.046649e+01	1.135558e+01	1.147408e+01
2.796677337462005e-02	1.010698e+01	1.076072e+01	1.087909e+01
2.822232459765519e-02	9.898704e+00	1.051827e+01	1.063659e+01
2.856305956170204e-02	9.583911e+00	1.018918e+01	1.030745e+01
2.905833176938811e-02	9.101145e+00	9.697181e+00	9.815372e+00
2.958568087546433e-02	8.564310e+00	9.154770e+00	9.272882e+00
3.056224337546433e-02	7.561837e+00	8.145234e+00	8.263207e+00
3.153880587546433e-02	6.586370e+00	7.164510e+00	7.282347e+00
3.166087618796433e-02	6.471548e+00	7.049187e+00	7.167007e+00
3.190501681296433e-02	6.253754e+00	6.830537e+00	6.948324e+00
3.196605196921433e-02	6.200823e+00	6.777402e+00	6.895181e+00
3.208812228171433e-02	6.097630e+00	6.673820e+00	6.791583e+00
3.211863985983933e-02	6.073009e+00	6.649106e+00	6.766865e+00
3.217967501608933e-02	6.034024e+00	6.609969e+00	6.727720e+00
3.230174532858933e-02	5.993105e+00	6.568864e+00	6.686601e+00
3.254588595358933e-02	5.967992e+00	6.543555e+00	6.661268e+00
3.278995650660918e-02	5.961013e+00	6.536442e+00	6.654134e+00
3.327809761264889e-02	5.954267e+00	6.529463e+00	6.647117e+00
3.425437982472831e-02	5.946162e+00	6.520950e+00	6.638544e+00
3.501859422217855e-02	5.942142e+00	6.516681e+00	6.634250e+00
3.533027725009272e-02	5.944389e+00	6.522198e+00	6.643095e+00
3.583742440585923e-02	5.958707e+00	6.552182e+00	6.688791e+00
3.588602133128448e-02	5.962567e+00	6.560027e+00	6.700620e+00
3.598321518213496e-02	5.976063e+00	6.587255e+00	6.741575e+00
3.617760288383592e-02	6.010431e+00	6.656447e+00	6.845569e+00
3.653719378539746e-02	6.089896e+00	6.816154e+00	7.084867e+00
3.697321143484915e-02	6.205985e+00	7.049174e+00	7.429065e+00
3.708221584721207e-02	6.244204e+00	7.125797e+00	7.530982e+00
3.730022467193791e-02	6.345292e+00	7.328290e+00	7.765162e+00
3.768317080531160e-02	6.554542e+00	7.747271e+00	8.208330e+00
3.804367157418083e-02	6.774334e+00	8.187206e+00	8.656736e+00
3.844475123434384e-02	7.044889e+00	8.728533e+00	9.202804e+00
3.924412687770558e-02	7.630872e+00	9.900428e+00	1.038173e+01
4.058690031520558e-02	8.675761e+00	1.197093e+01	1.246037e+01
4.077000578395558e-02	8.909910e+00	1.227194e+01	1.276173e+01
4.101414640895558e-02	9.270676e+00	1.265419e+01	1.314410e+01
4.144037065544751e-02	9.883496e+00	1.327717e+01	1.376714e+01
4.191104304852537e-02	1.049996e+01	1.389897e+01	1.438898e+01
4.285238783468110e-02	1.152636e+01	1.493104e+01	1.542108e+01
4.382895033468110e-02	1.227212e+01	1.567997e+01	1.617003e+01
4.480551283468110e-02	1.268108e+01	1.609041e+01	1.658048e+01
4.522763670599055e-02	1.275245e+01	1.616203e+01	1.665208e+01
4.576031887513320e-02	1.276738e+01	1.617698e+01	1.666697e+01
4.593987025871688e-02	1.276347e+01	1.616894e+01	1.665889e+01
4.636902316656615e-02	1.271624e+01	1.607400e+01	1.656381e+01
4.653754919686830e-02	1.266839e+01	1.597817e+01	1.646792e+01
4.687460125747259e-02	1.255561e+01	1.575239e+01	1.624203e+01
4.744235927516152e-02	1.232154e+01	1.528419e+01	1.577362e+01
4.841892177516152e-02	1.183044e+01	1.430465e+01	1.479373e+01
4.939548427516152e-02	1.126180e+01	1.319753e+01	1.368624e+01
4.976169521266152e-02	1.092515e+01	1.276873e+01	1.325732e+01
5.024997646266152e-02	1.041810e+01	1.223909e+01	1.272753e+01
5.082104066959747e-02	9.833972e+00	1.164878e+01	1.213703e+01
5.145642091135536e-02	9.226458e+00	1.103675e+01	1.152481e+01
5.243298341135536e-02	8.371840e+00	1.017699e+01	1.066475e+01
5.255505372385536e-02	8.276279e+00	1.008091e+01	1.056863e+01
5.279919434885536e-02	8.103324e+00	9.907063e+00	1.039471e+01
5.286022950510536e-02	8.064310e+00	9.867845e+00	1.035547e+01
5.298229981760536e-02	7.998105e+00	9.801273e+00	1.028887e+01
5.301281739573036e-02	7.986373e+00	9.789466e+00	1.027705e+01
5.307385255198036e-02	7.973578e+00	9.776554e+00	1.026412e+01
5.319592286448036e-02	7.960514e+00	9.763299e+00	1.025083e+01
5.344006348948036e-02	7.949898e+00	9.752357e+00	1.023983e+01
5.392834473948036e-02	7.940792e+00	9.742655e+00	1.023001e+01
5.488903730180893e-02	7.930527e+00	9.731286e+00	1.021841e+01
5.525874310135598e-02	7.928002e+00	9.728381e+00	1.021544e+01
5.572113721210760e-02	7.925852e+00	9.725830e+00	1.021282e+01
5.580245825961008e-02	7.925511e+00	9.725434e+00	1.021242e+01
5.596510035461505e-02	7.928320e+00	9.731596e+00	1.022200e+01
5.629038454462498e-02	7.946876e+00	9.769755e+00	1.027987e+01
5.634112655146428e-02	7.953804e+00	9.783769e+00	1.030098e+01
5.644261056514285e-02	7.975492e+00	9.827443e+00	1.036665e+01
5.664557859250001e-02	8.026080e+00	9.929186e+00	1.051956e+01
5.705151464721432e-02	8.148571e+00	1.017515e+01	1.088896e+01
5.786338675664295e-02	8.434082e+00	1.074781e+01	1.174852e+01
5.798545706914295e-02	8.482589e+00	1.084501e+01	1.189430e+01
5.841270316289295e-02	8.686251e+00	1.125276e+01	1.246768e+01
5.865684378789295e-02	8.850489e+00	1.158137e+01	1.283172e+01
5.901959832816308e-02	9.115115e+00	1.211072e+01	1.337796e+01
5.942673953684580e-02	9.424140e+00	1.272870e+01	1.400193e+01
6.003307578632350e-02	9.893003e+00	1.366596e+01	1.494465e+01
6.100963828632350e-02	1.064630e+01	1.517125e+01	1.645628e+01
6.143688438007350e-02	1.096006e+01	1.579575e+01	1.708258e+01
6.165050742694850e-02	1.115791e+01	1.610607e+01	1.739347e+01
6.201671836444850e-02	1.162658e+01	1.660308e+01	1.789063e+01
6.250179490417473e-02	1.217251e+01	1.715719e+01	1.844479e+01
6.342654354149185e-02	1.298314e+01	1.797615e+01	1.926381e+01
6.440310604149185e-02	1.352573e+01	1.852319e+01	1.981087e+01
6.507595147703017e-02	1.369296e+01	1.869163e+01	1.997930e+01
6.542366866929331e-02	1.371479e+01	1.871369e+01	2.000134e+01
6.598908226838887e-02	1.371847e+01	1.871749e+01	2.000505e+01
6.633089712948434e-02	1.371630e+01	1.871254e+01	1.999997e+01
6.688366159349825e-02	1.367441e+01	1.862804e+01	1.991516e+01
6.707768422527148e-02	1.360451e+01	1.848809e+01	1.977506e+01
6.746572948881796e-02	1.344069e+01	1.816026e+01	1.944696e+01
6.803610983677727e-02	1.316119e+01	1.760132e+01	1.888760e+01
6.901267233677727e-02	1.261423e+01	1.650836e+01	1.779394e+01
6.998923483677727e-02	1.202266e+01	1.532704e+01	1.661190e+01
7.035544577427727e-02	1.177854e+01	1.487056e+01	1.615515e+01
7.053855124302727e-02	1.160775e+01	1.465301e+01	1.593747e+01
7.078269186802727e-02	1.136100e+01	1.438857e+01	1.567287e+01
7.127097311802727e-02	1.088199e+01	1.389726e+01	1.518122e+01
7.184807969564994e-02	1.036538e+01	1.337333e+01	1.465690e+01
7.282464219564994e-02	9.585878e+00	1.258607e+01	1.386899e+01
7.294671250814994e-02	9.501369e+00	1.250084e+01	1.378367e+01
7.319085313314994e-02	9.353077e+00	1.235134e+01	1.363401e+01
7.325188828939994e-02	9.320432e+00	1.231842e+01	1.360105e+01
7.337395860189994e-02	9.275178e+00	1.227272e+01	1.355527e+01
7.361809922689994e-02	9.233810e+00	1.223066e+01	1.351306e+01
7.410638047689994e-02	9.211998e+00	1.220775e+01	1.348985e+01
7.458408129466859e-02	9.206024e+00	1.220079e+01	1.348260e+01
7.514466773449432e-02	9.201427e+00	1.219509e+01	1.347659e+01
7.553553386337930e-02	9.198929e+00	1.219193e+01	1.347323e+01
7.617043454845368e-02	9.219654e+00	1.223576e+01	1.354070e+01
7.714699704845368e-02	9.323777e+00	1.244718e+01	1.385981e+01
7.726540300668019e-02	9.352482e+00	1.250491e+01	1.394656e+01
7.750221492313324e-02	9.438016e+00	1.267650e+01	1.420412e+01
7.797583875603931e-02	9.631660e+00	1.306455e+01	1.478605e+01
7.892308642185145e-02	1.006154e+01	1.392526e+01	1.606821e+01
7.928929735935145e-02	1.030251e+01	1.440719e+01	1.664137e+01
7.977757860935145e-02	1.067710e+01	1.515607e+01	1.741637e+01
8.039381411938769e-02	1.115530e+01	1.611174e+01	1.837967e+01
8.105258763330563e-02	1.164930e+01	1.709478e+01	1.936720e+01
8.202915013330563e-02	1.236010e+01	1.846817e+01	2.074500e+01
8.215122044580563e-02	1.247039e+01	1.863281e+01	2.090995e+01
8.239536107080563e-02	1.273554e+01	1.893709e+01	2.121443e+01
8.288364232080563e-02	1.323056e+01	1.945266e+01	2.173011e+01
8.353552846858175e-02	1.374007e+01	1.996722e+01	2.224470e+01
8.451209096858175e-02	1.421533e+01	2.044632e+01	2.272381e+01
8.511745421140159e-02	1.434283e+01	2.057507e+01	2.285254e+01
8.549123612318706e-02	1.436031e+01	2.059292e+01	2.287037e+01
8.609866516232967e-02	1.436582e+01	2.059856e+01	2.287582e+01
8.707522766232967e-02	1.436706e+01	2.059917e+01	2.287586e+01
8.741092102170467e-02	1.431505e+01	2.049487e+01	2.277120e+01
8.765506164670467e-02	1.420578e+01	2.027621e+01	2.255226e+01
8.792541661078690e-02	1.407316e+01	2.001096e+01	2.228669e+01
8.846612653895136e-02	1.377994e+01	1.942481e+01	2.169991e+01
8.944268903895136e-02	1.320270e+01	1.827174e+01	2.054568e+01
9.054132185145136e-02	1.252131e+01	1.691175e+01	1.918441e+01
9.084649763270136e-02	1.232668e+01	1.653687e+01	1.880916e+01
9.096856794520136e-02	1.222212e+01	1.639371e+01	1.866586e+01
9.121270857020136e-02	1.199119e+01	1.613326e+01	1.840513e+01
